행유형,원본부모Claim번호,자식Claim번호,입력구분,최종검증유형,유형분류결과,원문,기사작성일,대상수치표현,지표,기사값,단위,기준시점,주기,지역,대상집단,차원JSON,계산방식,조건JSON,파싱상태,공식조회진입경로,최종상태,최종사유코드,실패단계,실패원인_쉬운설명,판정,공식계산값,공식좌표JSON,공식출처JSON,공식근거URL,응답해시,공표확인,공식근거종류,공식판정완료,진단번호,원본상세사유,전체자식수,8번직접값자식수,다른유형자식수,공식판정완료자식수,실행결과파일
부모겸단일결과,A00081_4,A00081_4,단일 수치,8번 직접값 제외,다른 유형으로 이동: 6번 증감량,한국수입자동차협회(KAIDA)는 6일 “지난해 테슬라 모델 Y가 연간 1만8717대가 팔리며 수입 승용차 가운데 최고 인기 모델에 올랐다”고 밝혔다.,2025-01-07,18717대,수입액,18717.0,대,2024,Y,전국,,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_DIFFERENCE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값의 차이를 계산해야 하는 증감량 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
부모겸단일결과,A00094_3,A00094_3,단일 수치,8번 직접값,8번 직접값 유지,"7일 샤오미테크놀로지코리아와 서울중앙지법에 따르면, 샤오미는 지난해 9월 자본금 4억8000만원 규모로 국내 법인을 설립하면서 사업 목적에 휴대폰, 태블릿, 대형 가전, 청소 가전 등과 함께 자동차와 자동차 부품 수입과 도소매업을 기재했다.",2025-01-08,4.8e+08원,수입액,480000000.0,원,2024-09,월,서울,,"{""raw"": ""{\""품목\"": [\""자동차\""]}""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A00185_3,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"15일 한국수입자동차협회(KAIDA)에 따르면, 작년 수입 승용차 판매량은 26만3288대로 2023년 대비 2.9％ 줄었다.",2025-01-15,,수입액,263288,대,2023,Y,,,,,,,,자식별 결과,"{""NO_EVIDENCE_COORDINATE_CANDIDATE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00202_23,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"지난달 실업률은 3.8%로 2022년 1월(4.1%) 이후 가장 높았고, 청년 실업률은 5.9%로 6%에 육박했다.",2025-01-16,,실업률,3.8,%,2022-01,M,,,,,,,,자식별 결과,"{""AMBIGUOUS_MARGIN"": 1, ""WITHIN_TOLERANCE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,2,2,0,1,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00254_12,A00254_12,단일 수치,8번 직접값,8번 직접값 유지,"한편, 앞서 올해 정부 예산안이 감액 처리된 점이 성장률을 0.06%p 낮출 것으로 분석했지만, 정부의 예산 조기 집행 등 경기 부양책이 이를 상쇄할 것으로 평가했다.",2025-01-20,0.06%p,경제성장률,0.06,%p,2025,Y,경기,,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,INDICATOR_REFINEMENT_REQUIRED,CLAIM_PARSE,INDICATOR_REFINEMENT_REQUIRED,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
입력차단부모,A00288_19,,비통계 숫자 역할 차단,8번 직접값 제외,공식조회 전 차단,"현대차·기아는 지난해 하이브리드차와 전기차 등 친환경차 수출이 70... 트럼프 '취임식 기금'에… 현대차, 100만달러 기부 현대차그룹이 도널드 트럼프 미 대통령 당선인의 취임식과 부대 행사를 지원하는 ‘취임식 기금’에 100만달러(약 14억7000만원)를 기부했다고 ... 이영관 기자 사람과 이야기가 지닌 힘을 믿습니다.",2025-01-23,,수출액,1000000,달러,2024,Y,,,,,,HUMAN_REVIEW,,공식조회 전 차단,TARGET_AMBIGUOUS_IN_SOURCE,Claim 수치 역할 확인,연령·기간·제품명 등 통계값이 아닌 숫자를 기사값으로 사용하지 않도록 차단,,,,,,,,,,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\direct-value-execution\deliverables\CLAFACT_AUTO_8번_1단계_숫자역할오인차단_20260825.csv
복수문장부모요약,A00308_1,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,-0.2%(2024년 2분기)→0.1%(3분기)→0.1%(4분기) 한국 경제성장률이 3개 분기 연속으로 0% 안팎을 기록했다.,2025-01-24,,경제성장률,0.2,%,2024-Q2,Q,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00308_33,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"1990년대까지 두 자릿수 성장률을 보였던 한국의 경제성장률은 2000년대 들어선 5%대, 2010년대엔 3%대, 2020년대 이후엔 2%대로 떨어지면서 피크 코리아 주장이 강해지고 있다.",2025-01-24,,경제성장률,2,%,2000,Y,,,,,,,,자식별 결과,"{""NO_EVIDENCE_COORDINATE_CANDIDATE"": 1, ""RECLASSIFY_TO_RECORD"": 2}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,3,3,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00312_11,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"실제로 지난해 ‘14대 대미 수출 품목’을 보면 반도체(107억달러), 자동차부품(82억달러), 석유화학·철강(각 43억달러) 등 중간재가 상당수를 차지한다.",2025-01-24,,수출액,14,대,2024,Y,,,,,,,,자식별 결과,"{""TARGET_NOT_FOUND_IN_SOURCE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00312_4,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"하지만 23일 한국무역협회의 ‘대미 가공단계별 수출’ 분석 자료에 따르면, 지난해 대미 수출액 1277억8600만달러 가운데 절반이 넘는 653억9900만달러(51.2%)가 중간재인 것으로 나타났다.",2025-01-24,,수출액,127786000000,달러,2024,Y,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00354_11,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,한국의 노년 부양비는 2024년 27.4명에서 2072년 104.2명으로 3.8배 증가한다.,2025-01-28,,노년부양비,27.4,명,2024,Y,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00365_2,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,29일 농림축산식품부와 한국농수산식품유통공사(aT)에 따르면 지난해 떡류 수출액은 9140만달러(약 1313억원)로 1억달러에 근접했다.,2025-01-29,,수출액,91400000,달러,2024,Y,,,,,,,,자식별 결과,"{""NO_HARD_GUARD_CANDIDATE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00368_12,A00368_12,단일 수치,8번 직접값 제외,다른 유형으로 이동: 7번 증감률,그나마 당시 반도체 경기가 워낙 좋았던 덕분에 수출·투자가 견실하게 버텨주며 2017년 3월부터 증가폭(0.9%포인트)을 끌어올릴 수 있었다.,2025-01-29,0.9%p,수출액,0.9,%p,2017-03,M,경기,,"{""raw"": ""{\""품목\"": [\""반도체\""]}""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_GROWTH_RATE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값으로 비율을 계산해야 하는 증감률 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A00368_5,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,청년 고용률이 45% 아래로 떨어진 건 코로나가 한창 기승하던 2021년 5월(44.4%) 이후 43개월 만이다.,2025-01-29,,고용률,44.4,%,2021-05,M,,,,,,,,자식별 결과,"{""AMBIGUOUS_MARGIN"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00368_9,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"박 전 대통령의 탄핵 소추가 이뤄지기 직전인 2016년 11월의 경우 전년 동월 대비 청년 고용률이 보합(0%포인트 변동)을 보이며, 2013년 9월(0.1%포인트)부터 2016년 10월(0.6%포인트)까지 38개월간 이어지던 증가세가 꺾였다.",2025-01-29,,고용률,0,%p,2016-11,M,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00382_5,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"한국은 2023년(1.4%) 1%대 성장률에 이어, 작년에는 간신히 2%에 턱걸이했다.",2025-01-30,,경제성장률,1.4,%,2023,Y,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00433_3,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"2일 한국수입자동차협회(KAIDA)에 따르면, 지난해 국내에서 판매된 수입 SUV는 12만7754대로 집계돼 세단(12만6881대)보다 많았다.",2025-02-03,,수입액,127754,대,2024,Y,,,,,,,,자식별 결과,"{""TARGET_NOT_FOUND_IN_SOURCE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00509_10,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,지난해 우리나라의 1분기부터 4분기까지 분기별 경제성장률을 보면 1.3%→-0.2%→0.1%→0.1%’로 최근 3분기 연속(連續) 0%대의 낙제(落第) 수준이다.,2025-02-09,,경제성장률,1.3,%,2024-Q1,Q,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00513_2,A00513_2,단일 수치,8번 직접값,8번 직접값 유지,작년 우리나라 수출의 1.9%에 해당하는 규모다.,2025-02-09,1.9%,수출액,1.9,%,2024,Y,전국,,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,INDICATOR_REFINEMENT_REQUIRED,CLAIM_PARSE,INDICATOR_REFINEMENT_REQUIRED,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A00514_8,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,당시 대규모 추경을 편성해 2008년 4분기 –4.6%까지 추락한 한국 경제성장률을 2010년 6.3%로 ‘V자 반등’을 이뤄내는데 크게 역할을 했다는 평가를 받는다.,2025-02-09,,경제성장률,4.6,%,2008-Q4,Q,,,,,,,,자식별 결과,"{""NO_EVIDENCE_COORDINATE_CANDIDATE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00526_14,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,지난해 의약품 대미 수출액은 15억364만달러(약 2조2000억원)다.,2025-02-10,,수출액,1503640000,달러,2024,Y,,,,,,,,자식별 결과,"{""NO_HARD_GUARD_CANDIDATE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00579_13,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"지난달 15~29세 청년층 취업자 수는 전년 동월 대비 21만8000명 줄었는데, 고용률 기준으로도 44.8%에 그치며 전년 동월 대비 1.5%포인트 감소했다.",2025-02-14,,취업자 수,1.5,%p,2025-01,M,,,,,,,,자식별 결과,"{""TARGET_NOT_FOUND_IN_SOURCE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00579_15,A00579_15,단일 수치,8번 직접값 제외,다른 유형으로 이동: 최고·최저 기록,"청년층 고용률은 지난해 5월(-0.7%포인트) 이후 9개월째 감소하고 있는데, 코로나가 시작된 2020년 3월~2021년 2월 이후 최장 기간 감소세가 유지되는 상황이다.",2025-02-14,0.7%p,고용률,0.7,%p,2020-03,M,,청년,"{""raw"": ""{\""연령집단\"": \""청년\""}""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_RECORD,CLAIM_PARSE,직접값이 아니라 과거 전체 기간과 비교해야 하는 기록 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A00588_15,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"작년 12월 취업자가 코로나가 한창이던 2021년 2월 47만3000명 줄어든 이후 3년 10개월 만에 5만2000명이 줄어든 것에선 회복됐지만, 속을 들여다보면 청년과 건설업 일자리 등을 중심으로 ‘고용 쇼크’ 수준의 충격이 이어지고 있다.",2025-02-15,,취업자 수,473000,명,2021-02,M,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00588_16,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"청년(15~29세)층 취업자는 전년 동월 대비 21만8000명 줄었고, 청년 고용률(44.8%)도 1.5%포인트 감소했다.",2025-02-15,,고용률,1.5,%p,2025,Y,,,,,,,,자식별 결과,"{""RECLASSIFY_TO_GROWTH_RATE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,2,1,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00588_18,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"또 40~50대 종사자가 많은 건설업 취업자 수는 16만9000명 줄었는데, 통계청이 2013년 관련 통계를 집계한 이후 감소 폭이 가장 컸다.",2025-02-15,,취업자 수,50,대,2013,Y,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
입력차단부모,A00600_23,,비통계 숫자 역할 차단,8번 직접값 제외,공식조회 전 차단,"한국GM은 과거 대우자동차 시절부터 구축한 부품 생태계 등 국내 제조 기반을 바탕으로 대미 수출을 지난해 42만대까지 늘렸지만, 관세가 붙으면 대미 수출 판로가 막힐 수 있다는 것이다.",2025-02-16,42만대,수출액,420000,대,2024,Y,,,,,,HUMAN_REVIEW,,공식조회 전 차단,TARGET_IS_LEVEL_NOT_CHANGE_AMOUNT,Claim 수치 역할 확인,연령·기간·제품명 등 통계값이 아닌 숫자를 기사값으로 사용하지 않도록 차단,,,,,,,,,,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\direct-value-execution\deliverables\CLAFACT_AUTO_8번_1단계_숫자역할오인차단_20260825.csv
